Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Dell,Intel i5,8,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,8.8,2.25,FreeDOS,889.62
Razer,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,7.7,1.73,Windows,4557.07
Lenovo,Intel i9,64,2TB SSD,Nvidia RTX 2060,17.3,1366x768,4.8,2.95,FreeDOS,3680.41
Apple,Intel i9,64,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,6.1,2.61,macOS,6873.51
Apple,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3060,17.3,1920x1080,4.9,1.61,Linux,4027.05
Apple,Intel i7,8,1TB HDD,AMD Radeon RX 6800,15.6,1366x768,7.2,3.05,FreeDOS,1331.83
Razer,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,11.0,3.16,FreeDOS,2053.54
Microsoft,AMD Ryzen 9,4,256GB SSD,AMD Radeon RX 6800,17.3,3840x2160,8.4,1.24,Linux,2719.05
Microsoft,Intel i3,64,2TB SSD,Nvidia RTX 3060,16.0,2560x1440,11.3,2.53,Linux,2753.5
Microsoft,Intel i9,32,2TB SSD,Integrated,16.0,3840x2160,12.0,2.41,Linux,3344.8
Microsoft,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,13.3,1366x768,11.7,1.81,macOS,1000.81
HP,Intel i5,16,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,5.5,1.24,FreeDOS,2241.82
Acer,Intel i9,8,256GB SSD,Nvidia GTX 1650,14.0,1920x1080,9.5,1.96,Linux,1719.98
MSI,Intel i7,16,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,9.0,1.56,macOS,1751.16
Apple,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3060,15.6,3840x2160,9.4,1.22,Windows,1950.79
MSI,Intel i9,32,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,6.1,1.61,FreeDOS,4698.46
MSI,Intel i3,4,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,11.9,2.46,Linux,1003.93
Acer,AMD Ryzen 9,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.7,3.05,Linux,3547.37
Apple,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3060,14.0,2560x1440,11.3,3.33,FreeDOS,1533.6
Lenovo,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 3080,16.0,3840x2160,10.1,2.99,Windows,1766.28
Acer,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.7,2.54,Windows,1458.0
Lenovo,Intel i3,16,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,8.3,2.2,FreeDOS,1728.47
Dell,Intel i7,32,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,6.9,1.99,macOS,3326.51
Microsoft,Intel i9,4,512GB SSD,Nvidia GTX 1650,17.3,1366x768,8.0,2.76,Linux,1309.29
Samsung,Intel i9,64,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,10.1,2.11,Windows,4437.53
Asus,AMD Ryzen 5,4,1TB HDD,Integrated,16.0,1366x768,5.0,1.32,FreeDOS,356.1
Dell,Intel i3,4,1TB HDD,Integrated,13.3,1920x1080,10.6,1.27,Windows,413.19
Acer,Intel i3,8,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,4.2,2.9,Linux,1382.0
Asus,AMD Ryzen 5,4,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.6,2.08,Windows,963.04
Razer,Intel i5,16,256GB SSD,AMD Radeon RX 6600,13.3,1920x1080,7.8,3.3,Linux,1742.5
Microsoft,Intel i9,16,2TB SSD,Nvidia RTX 2060,17.3,1366x768,7.6,3.43,FreeDOS,1919.32
Apple,Intel i7,4,2TB SSD,Nvidia RTX 2060,15.6,1920x1080,6.1,2.29,Linux,1882.17
MSI,AMD Ryzen 9,64,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,9.2,1.41,FreeDOS,9373.03
Dell,Intel i3,8,1TB SSD,Nvidia RTX 2060,14.0,1366x768,8.1,2.44,Linux,840.61
Acer,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,7.1,2.96,FreeDOS,1854.68
Dell,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,4.3,2.0,Linux,4403.9
Samsung,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,11.3,1.56,Linux,2751.07
Asus,AMD Ryzen 3,8,1TB HDD,Integrated,17.3,2560x1440,8.6,2.3,macOS,795.68
Samsung,Intel i3,4,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,6.3,2.57,Windows,1488.82
MSI,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,14.0,1366x768,8.0,3.29,macOS,1224.21
HP,Intel i9,4,256GB SSD,Nvidia GTX 1650,16.0,3840x2160,10.0,3.04,Linux,2781.53
Samsung,AMD Ryzen 5,4,1TB SSD,Nvidia GTX 1650,15.6,1366x768,7.9,1.65,Windows,787.95
HP,Intel i7,64,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,11.4,1.41,FreeDOS,3486.54
HP,Intel i5,4,1TB SSD,Integrated,15.6,3840x2160,10.8,3.09,macOS,1162.13
Apple,Intel i3,4,512GB SSD,Nvidia RTX 2060,16.0,1920x1080,7.6,1.85,Linux,1159.57
Acer,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,7.9,1.94,FreeDOS,1252.06
Samsung,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,7.4,3.12,Windows,1385.56
Asus,AMD Ryzen 5,16,512GB SSD,Nvidia GTX 1650,17.3,1920x1080,10.8,1.8,Linux,1313.17
Dell,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 2060,13.3,2560x1440,4.5,2.44,Linux,864.09
Samsung,Intel i7,16,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,11.5,3.3,FreeDOS,1619.29
HP,Intel i3,8,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,5.3,1.97,FreeDOS,914.84
HP,Intel i9,64,512GB SSD,Nvidia RTX 2060,17.3,1366x768,11.1,1.64,macOS,3514.38
Apple,Intel i3,16,2TB SSD,Nvidia RTX 3080,16.0,2560x1440,5.3,2.56,Windows,2172.88
Lenovo,Intel i5,8,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,4.6,1.66,Windows,1437.24
Apple,Intel i3,4,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,7.7,2.12,FreeDOS,1619.86
Dell,Intel i9,4,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,5.7,2.61,Linux,1216.1
Acer,Intel i5,8,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,6.9,2.75,Windows,1003.66
Samsung,Intel i5,32,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.2,2.52,Linux,1989.94
Razer,Intel i9,16,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.7,2.82,Linux,5141.17
Lenovo,Intel i7,32,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,8.9,1.35,FreeDOS,2052.57
Apple,Intel i5,64,512GB SSD,AMD Radeon RX 6600,14.0,3840x2160,9.9,1.73,Windows,5848.97
Apple,Intel i7,32,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,9.5,1.25,Linux,4627.5
Lenovo,Intel i3,32,256GB SSD,Nvidia RTX 3080,13.3,1366x768,4.0,1.21,macOS,1193.33
Asus,Intel i9,32,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,11.8,2.05,FreeDOS,3643.58
Razer,Intel i9,16,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,5.1,2.85,macOS,3689.72
Lenovo,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,5.7,2.93,FreeDOS,3556.12
Microsoft,Intel i3,32,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,4.2,2.86,FreeDOS,1990.27
HP,Intel i9,16,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,7.2,1.29,Linux,3327.58
Dell,Intel i3,4,2TB SSD,Integrated,16.0,2560x1440,5.9,2.39,macOS,852.87
MSI,Intel i5,8,1TB SSD,AMD Radeon RX 6800,13.3,2560x1440,7.7,2.08,Linux,1730.45
Razer,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,11.3,1.36,FreeDOS,1640.25
Apple,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3060,16.0,1366x768,7.2,1.49,Linux,1272.79
Microsoft,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 2060,16.0,1366x768,11.7,2.31,macOS,1075.3
Apple,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 2060,16.0,3840x2160,6.8,2.76,macOS,4385.07
MSI,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6800,17.3,2560x1440,9.9,3.43,macOS,2095.45
Dell,Intel i3,32,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,4.1,2.38,Linux,1202.55
Dell,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,10.7,3.1,FreeDOS,580.44
Samsung,AMD Ryzen 7,4,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,10.7,1.66,macOS,1270.82
HP,Intel i9,64,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,6.9,2.01,macOS,4909.37
Microsoft,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,5.7,2.84,Windows,813.52
MSI,AMD Ryzen 9,4,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,6.1,3.33,Windows,2264.67
Asus,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.9,2.84,FreeDOS,1427.95
Samsung,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,11.9,1.36,macOS,1537.19
HP,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,9.0,3.39,Windows,2567.6
Dell,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,13.3,1920x1080,6.3,2.88,macOS,785.13
MSI,Intel i5,8,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.8,2.25,Linux,2492.27
Razer,AMD Ryzen 9,4,512GB SSD,AMD Radeon RX 6800,15.6,1920x1080,5.7,1.96,Linux,2423.76
Razer,Intel i9,4,2TB SSD,Nvidia RTX 3060,14.0,1366x768,6.2,3.44,macOS,1747.27
Acer,AMD Ryzen 9,4,256GB SSD,AMD Radeon RX 6800,16.0,3840x2160,7.2,2.92,Windows,2602.07
Asus,AMD Ryzen 9,64,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,7.5,3.02,Linux,3849.33
Samsung,AMD Ryzen 3,8,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,7.4,2.5,FreeDOS,1129.54
Apple,AMD Ryzen 9,64,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,4.7,2.39,macOS,5947.14
Lenovo,AMD Ryzen 9,8,512GB SSD,Integrated,13.3,1920x1080,9.5,3.23,macOS,1100.94
MSI,AMD Ryzen 3,8,1TB HDD,Nvidia GTX 1650,17.3,1366x768,8.7,2.81,Linux,894.98
Apple,AMD Ryzen 9,64,512GB SSD,Integrated,16.0,2560x1440,5.2,3.26,macOS,5356.86
Samsung,Intel i9,4,1TB HDD,Nvidia RTX 3080,13.3,3840x2160,7.2,2.46,FreeDOS,2144.53
Dell,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.5,2.88,macOS,7322.33
HP,Intel i9,8,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,11.0,3.42,Linux,1496.52
MSI,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,4.0,3.4,Linux,1517.61
MSI,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,8.4,2.51,FreeDOS,3640.96
Lenovo,Intel i7,64,512GB SSD,Nvidia RTX 2060,17.3,1366x768,8.1,2.39,macOS,2814.4
Dell,AMD Ryzen 5,8,2TB SSD,Nvidia GTX 1650,14.0,1366x768,7.6,2.25,FreeDOS,944.66
Asus,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,9.4,1.73,Windows,1154.66
Asus,Intel i5,4,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,5.6,1.99,Linux,738.82
MSI,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,9.5,3.15,Windows,1579.07
HP,Intel i3,8,1TB HDD,Nvidia RTX 2060,13.3,2560x1440,4.0,2.75,Linux,883.85
Acer,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.5,3.14,macOS,2371.68
Dell,AMD Ryzen 3,32,2TB SSD,Nvidia GTX 1650,14.0,1920x1080,11.7,2.06,Windows,1377.09
Razer,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,6.2,1.5,Linux,2234.26
MSI,Intel i7,64,256GB SSD,Nvidia GTX 1650,16.0,2560x1440,9.3,1.9,Linux,5406.23
Acer,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,4.4,2.08,macOS,1216.14
Razer,AMD Ryzen 3,64,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,5.4,1.4,macOS,2018.6
HP,Intel i9,8,1TB HDD,Nvidia GTX 1650,14.0,1366x768,11.6,2.28,macOS,1099.4
Razer,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,5.5,1.62,FreeDOS,3591.75
MSI,Intel i9,4,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,7.8,2.9,Windows,2274.32
Samsung,Intel i3,8,512GB SSD,Nvidia RTX 3080,16.0,1920x1080,11.6,2.35,Linux,981.15
Microsoft,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,5.1,3.36,FreeDOS,2096.5
MSI,Intel i5,8,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,10.8,3.27,FreeDOS,2009.85
MSI,Intel i9,8,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,10.0,2.73,Linux,2988.83
Samsung,AMD Ryzen 3,32,512GB SSD,Nvidia GTX 1650,17.3,1366x768,12.0,2.98,FreeDOS,1116.25
Lenovo,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 2060,16.0,1920x1080,5.3,3.41,macOS,1490.24
Razer,Intel i5,16,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,10.5,2.75,FreeDOS,2367.48
Apple,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,6.9,3.44,Windows,6403.38
Lenovo,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,10.0,3.05,Linux,741.96
Microsoft,Intel i9,64,1TB SSD,Integrated,17.3,2560x1440,10.5,1.38,FreeDOS,3707.39
HP,AMD Ryzen 3,16,1TB SSD,Nvidia GTX 1650,17.3,1366x768,9.4,2.14,FreeDOS,1024.8
MSI,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 2060,17.3,1366x768,4.1,2.39,macOS,1321.11
Acer,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,4.9,2.14,Windows,2321.05
Microsoft,Intel i9,32,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,8.9,2.51,macOS,2936.89
Apple,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,5.7,2.29,Linux,1636.59
Apple,Intel i3,16,2TB SSD,Nvidia GTX 1650,17.3,1366x768,11.3,2.06,macOS,1519.99
Acer,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,10.7,2.58,macOS,1249.94
Asus,Intel i5,16,256GB SSD,Integrated,13.3,1920x1080,7.6,1.34,FreeDOS,764.84
MSI,Intel i3,32,1TB HDD,AMD Radeon RX 6600,15.6,3840x2160,11.8,1.4,FreeDOS,2645.26
Lenovo,Intel i7,4,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,10.2,1.58,FreeDOS,1301.87
Acer,Intel i7,32,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.1,2.94,Linux,3192.94
Razer,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,6.3,2.64,Linux,2201.47
Razer,Intel i5,4,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,10.1,1.42,Windows,2147.93
Dell,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.9,2.53,Windows,2650.86
MSI,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,9.0,2.03,macOS,2463.01
Microsoft,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,7.9,2.57,macOS,3802.19
Apple,AMD Ryzen 9,64,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,5.6,1.63,Windows,6370.53
Razer,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,11.7,2.97,Linux,2426.47
Razer,Intel i7,64,1TB HDD,Nvidia RTX 2060,14.0,1366x768,11.8,1.38,Linux,2929.89
Razer,AMD Ryzen 7,8,512GB SSD,Integrated,14.0,1366x768,5.9,2.84,FreeDOS,990.77
Dell,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,8.3,1.59,Windows,3983.54
Razer,AMD Ryzen 7,16,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,5.3,1.93,FreeDOS,2008.74
Apple,AMD Ryzen 9,32,1TB SSD,Integrated,17.3,1920x1080,9.2,1.26,Linux,2827.3
Microsoft,Intel i5,64,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.5,2.26,Windows,4353.45
Acer,Intel i7,16,256GB SSD,Nvidia RTX 3080,16.0,1366x768,6.6,1.68,macOS,1360.56
Samsung,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 3080,14.0,1366x768,5.4,2.35,macOS,1846.55
Lenovo,Intel i5,32,512GB SSD,Nvidia RTX 2060,15.6,1366x768,7.2,2.2,FreeDOS,1586.27
Lenovo,Intel i9,8,256GB SSD,Integrated,15.6,3840x2160,10.5,2.73,macOS,1960.01
HP,AMD Ryzen 9,32,1TB HDD,AMD Radeon RX 6800,15.6,1920x1080,5.2,1.65,Linux,2473.78
Asus,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,8.9,2.25,Linux,2376.78
MSI,AMD Ryzen 5,64,1TB HDD,Integrated,14.0,3840x2160,8.6,2.91,Windows,2909.96
Samsung,AMD Ryzen 9,32,1TB SSD,Nvidia GTX 1650,17.3,1366x768,8.9,1.25,macOS,2424.37
Lenovo,Intel i3,32,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,5.8,3.4,macOS,1730.5
Razer,AMD Ryzen 3,16,512GB SSD,Nvidia GTX 1650,13.3,1920x1080,6.3,2.18,Windows,1282.47
MSI,Intel i9,16,256GB SSD,Nvidia RTX 2060,13.3,1366x768,8.9,1.4,FreeDOS,2098.84
Asus,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,5.4,2.56,macOS,902.04
Asus,AMD Ryzen 5,64,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,4.5,3.4,macOS,3084.9
Dell,Intel i3,4,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,9.2,1.79,macOS,1194.34
MSI,Intel i3,4,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,4.6,3.29,FreeDOS,1278.27
Dell,Intel i7,8,2TB SSD,Integrated,17.3,1920x1080,7.0,1.52,FreeDOS,926.62
Apple,Intel i9,4,1TB HDD,Nvidia RTX 3080,13.3,1366x768,5.0,1.48,FreeDOS,1548.91
Lenovo,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,16.0,1366x768,4.1,3.26,FreeDOS,1289.51
Dell,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,17.3,1366x768,7.0,2.62,macOS,1545.52
Dell,AMD Ryzen 9,16,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,4.9,1.22,Linux,1591.49
Dell,AMD Ryzen 9,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,5.6,1.58,FreeDOS,1296.25
MSI,Intel i5,4,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.8,2.15,macOS,1452.54
Acer,Intel i5,16,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,5.6,1.45,macOS,2206.71
Asus,Intel i3,64,1TB SSD,Nvidia RTX 3080,16.0,1366x768,10.6,3.32,macOS,1868.31
Apple,Intel i3,32,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,5.9,3.06,macOS,2045.64
Samsung,Intel i9,4,2TB SSD,Nvidia GTX 1650,14.0,1920x1080,11.2,1.84,Linux,1563.75
Asus,Intel i9,64,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,9.3,2.12,FreeDOS,7226.53
Apple,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,8.9,2.55,Linux,1080.5
HP,Intel i7,32,1TB HDD,Nvidia RTX 3060,15.6,3840x2160,11.9,1.37,macOS,2925.26
MSI,Intel i3,32,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,7.2,2.9,Linux,2088.72
Razer,AMD Ryzen 5,16,2TB SSD,Integrated,17.3,1366x768,4.8,2.59,macOS,1121.29
Samsung,AMD Ryzen 9,32,256GB SSD,Nvidia GTX 1650,16.0,1366x768,4.1,2.88,Windows,2421.14
MSI,AMD Ryzen 5,8,1TB SSD,AMD Radeon RX 6800,17.3,3840x2160,11.1,1.36,Windows,2494.07
Dell,AMD Ryzen 7,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,5.1,1.98,Linux,2088.15
Samsung,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,4.8,1.58,Linux,721.43
Microsoft,Intel i3,4,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.9,3.24,Linux,1531.35
MSI,AMD Ryzen 7,8,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,6.6,1.74,Windows,2627.89
Razer,Intel i9,64,2TB SSD,AMD Radeon RX 6800,16.0,1920x1080,11.3,2.15,Linux,6012.74
Acer,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,8.4,1.65,Linux,2756.51
MSI,AMD Ryzen 5,4,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,4.1,2.4,Windows,1468.45
Dell,Intel i9,32,2TB SSD,Nvidia RTX 3080,14.0,1366x768,7.2,2.68,Linux,2317.73
Asus,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,9.7,2.19,FreeDOS,2829.84
Lenovo,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3080,15.6,1366x768,9.6,3.09,Windows,1490.81
Acer,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,15.6,2560x1440,6.2,2.67,Windows,1501.0
Samsung,Intel i7,8,512GB SSD,Integrated,17.3,3840x2160,5.9,2.8,Linux,1486.21
Razer,Intel i5,8,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.2,2.57,Windows,2255.24
Razer,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 3060,13.3,3840x2160,5.5,2.67,Linux,1664.83
HP,AMD Ryzen 3,8,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,10.5,2.07,macOS,1061.05
MSI,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3060,13.3,1366x768,10.5,1.9,Windows,925.92
Lenovo,Intel i3,64,2TB SSD,Nvidia GTX 1650,16.0,3840x2160,8.0,2.74,FreeDOS,3762.26
Razer,Intel i9,16,256GB SSD,Nvidia RTX 3080,16.0,1920x1080,6.9,2.84,macOS,3193.64
Apple,Intel i7,16,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,11.0,3.43,Linux,3693.77
Acer,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,10.2,3.21,Windows,2096.32
Samsung,Intel i7,16,1TB HDD,Nvidia GTX 1650,14.0,3840x2160,10.0,3.23,Linux,2131.69
Apple,Intel i3,64,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,5.0,1.66,FreeDOS,5543.63
Lenovo,Intel i3,8,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,8.8,3.2,macOS,1160.75
Asus,AMD Ryzen 9,8,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,7.4,1.37,Windows,1540.49
Lenovo,Intel i3,16,2TB SSD,Nvidia RTX 3080,15.6,1366x768,6.9,3.35,macOS,1026.59
Lenovo,AMD Ryzen 5,16,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,6.2,2.15,Linux,1780.25
HP,Intel i3,32,1TB HDD,Nvidia RTX 2060,16.0,1920x1080,7.7,1.28,Windows,1282.04
Apple,Intel i7,16,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,9.0,2.17,Windows,3100.47
Samsung,Intel i9,16,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,4.9,2.05,FreeDOS,1384.37
Apple,Intel i3,4,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,4.4,3.28,Linux,1580.11
Microsoft,Intel i3,32,512GB SSD,AMD Radeon RX 6600,15.6,1366x768,9.0,2.48,Linux,1281.17
Microsoft,Intel i9,32,256GB SSD,Nvidia RTX 2060,15.6,3840x2160,4.0,2.69,Windows,4926.48
Razer,Intel i9,32,1TB SSD,Integrated,16.0,3840x2160,10.4,1.59,Linux,4547.04
Samsung,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.6,3.29,Linux,1695.2
Razer,AMD Ryzen 3,4,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,9.6,2.74,macOS,1369.76
Samsung,Intel i9,64,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,4.7,3.36,Linux,5527.19
Microsoft,Intel i3,4,512GB SSD,Integrated,16.0,2560x1440,8.0,1.36,macOS,640.09
Acer,Intel i3,16,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,5.5,2.91,macOS,1238.07
Lenovo,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,10.6,1.46,Linux,3250.01
HP,Intel i7,16,2TB SSD,Integrated,15.6,2560x1440,8.5,1.91,Windows,1342.31
HP,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,6.9,2.43,Windows,1511.47
Lenovo,Intel i9,64,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,9.8,2.52,macOS,3537.81
Razer,Intel i9,4,1TB HDD,Nvidia GTX 1650,13.3,1366x768,6.6,2.2,FreeDOS,1402.57
Microsoft,Intel i9,8,512GB SSD,Integrated,13.3,2560x1440,10.9,2.7,FreeDOS,1397.34
Lenovo,Intel i9,64,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,10.5,1.52,Windows,4030.86
Lenovo,AMD Ryzen 3,64,1TB HDD,Nvidia GTX 1650,17.3,1366x768,9.9,1.66,Windows,1684.77
